week,year,month,search_index,search_growth,momentum_4w,keyword_frequency,brand_popularity,avg_price,avg_rating,cotton_ratio,printed_ratio,oversized_ratio,pastel_ratio,dark_ratio,bright_ratio,pattern_printed_ratio,pattern_plain_ratio,image_count,availability_count,discount_avg,new_arrival_ratio,lag_1_search,lag_2_search,lag_3_search,rolling_mean_4w,rolling_std_4w,season_Monsoon,season_Summer,season_Winter,category_Jeans,category_Kurti,category_Saree,category_Streetwear,category_TShirt,trend_label,next_week_search
15,2021,4,48.12,-0.0195599022004889,48.2525,137,0.82,3401.53,4.34,0.39,0.36,0.15,0.39,0.32,0.29,0.36,0.64,241,274,0.21,0.58,49.08,49.93,45.88,48.2525,1.7459548485952505,0,1,0,0,0,1,0,0,1,50.67
16,2021,4,50.67,0.052992518703242,49.45,139,0.65,3732.93,4.0,0.43,0.29,0.33,0.23,0.27,0.5,0.29,0.71,263,334,0.22,0.3,48.12,49.08,49.93,49.45,1.099181513672754,0,1,0,0,0,1,0,0,2,46.22
17,2021,5,46.22,-0.0878231695283205,48.5225,135,0.67,3607.78,4.26,0.47,0.09,0.06,0.47,0.22,0.31,0.09,0.91,231,327,0.18,0.34,50.67,48.12,49.08,48.5225,1.860651767526622,0,1,0,0,0,1,0,0,0,48.16
18,2021,5,48.16,0.041973171787105,48.2925,161,0.63,3599.82,3.81,0.22,0.73,0.16,0.21,0.77,0.02,0.73,0.27,222,286,0.22,0.28,46.22,50.67,48.12,48.2925,1.8252922140486483,0,1,0,0,0,1,0,0,1,51.73
19,2021,5,51.73,0.0741279069767442,49.195,171,0.83,3683.46,3.6,0.14,0.22,0.02,0.13,0.69,0.18,0.22,0.78,232,351,0.14,0.24,48.16,46.22,50.67,49.195,2.4848675350341285,0,1,0,0,0,1,0,0,2,53.17
20,2021,5,53.17,0.0278368451575488,49.81999999999999,157,0.33,3660.78,4.08,0.33,0.23,0.09,0.39,0.5,0.11,0.23,0.77,297,291,0.24,0.29,51.73,48.16,46.22,49.81999999999999,3.1930236453869103,0,1,0,0,0,1,0,0,1,45.14
21,2021,6,45.14,-0.1510250141056986,49.55,138,0.84,3333.61,3.91,0.59,0.18,0.15,0.13,0.23,0.64,0.18,0.82,210,302,0.21,0.35,53.17,51.73,48.16,49.55,3.616490011046611,1,0,0,0,0,1,0,0,0,53.19
22,2021,6,53.19,0.1783340717766945,50.8075,144,0.48,3382.81,4.2,0.29,0.68,0.24,0.51,0.68,0.0,0.68,0.32,282,270,0.17,0.11,45.14,53.17,51.73,50.8075,3.8396733802065164,1,0,0,0,0,1,0,0,2,52.72
23,2021,6,52.72,-0.0088362474149276,51.055,161,0.54,3824.25,4.4,0.21,0.03,0.02,0.48,0.31,0.21,0.03,0.97,256,315,0.26,0.05,53.19,45.14,53.17,51.055,3.9492995159479274,1,0,0,0,0,1,0,0,1,49.29
24,2021,6,49.29,-0.065060698027314,50.085,149,0.48,3583.48,4.07,0.21,0.36,0.06,0.48,0.19,0.33,0.36,0.64,271,279,0.28,0.09,52.72,53.19,45.14,50.085,3.7268977268858006,1,0,0,0,0,1,0,0,0,45.09
25,2021,7,45.09,-0.0852099817407181,50.0725,125,0.72,3382.73,4.08,0.29,0.24,0.1,0.54,0.14,0.32,0.24,0.76,264,251,0.15,0.31,49.29,52.72,53.19,50.0725,3.7490298745141875,1,0,0,0,0,1,0,0,0,46.82
26,2021,7,46.82,0.0383677090263916,48.48,141,0.65,3381.34,3.75,0.07,0.68,0.02,0.47,0.28,0.25,0.68,0.32,260,306,0.18,0.32,45.09,49.29,52.72,48.480000000000004,3.3106595516100046,1,0,0,0,0,1,0,0,1,46.93
27,2021,7,46.93,0.002349423323366,47.0325,147,0.53,3236.82,3.64,0.23,0.45,0.08,0.32,0.86,0.0,0.45,0.55,239,303,0.19,0.48,46.82,45.09,49.29,47.0325,1.7248454037004506,1,0,0,0,0,1,0,0,1,46.38
28,2021,7,46.38,-0.0117195823567014,46.30500000000001,145,0.7,3785.46,3.97,0.08,0.22,0.15,0.47,0.39,0.14,0.22,0.78,247,250,0.22,0.26,46.93,46.82,45.09,46.30500000000001,0.8441366398081367,1,0,0,0,0,1,0,0,1,44.13
29,2021,8,44.13,-0.0485122897800776,46.065000000000005,118,0.69,3775.69,4.13,0.53,0.31,0.0,0.74,0.39,0.0,0.31,0.69,300,270,0.23,0.33,46.38,46.93,46.82,46.065000000000005,1.3117037267106355,1,0,0,0,0,1,0,0,1,51.6
30,2021,8,51.6,0.1692726036709722,47.26,150,0.51,3681.59,4.14,0.53,0.11,0.08,0.41,0.19,0.4,0.11,0.89,253,281,0.27,0.13,44.13,46.38,46.93,47.26,3.136654268484162,1,0,0,0,0,1,0,0,2,51.7
31,2021,8,51.7,0.001937984496124,48.4525,157,0.59,3539.68,4.1,0.09,0.53,0.08,0.34,0.69,0.0,0.53,0.47,261,328,0.16,0.27,51.6,44.13,46.38,48.4525,3.804921155556304,1,0,0,0,0,1,0,0,1,41.66
32,2021,8,41.66,-0.1941972920696326,47.27250000000001,130,0.47,3623.75,4.15,0.08,0.54,0.35,0.36,0.46,0.18,0.54,0.46,243,298,0.14,0.08,51.7,51.6,44.13,47.27250000000001,5.154463276294302,1,0,0,0,0,1,0,0,0,48.31
33,2021,9,48.31,0.1596255400864139,48.3175,129,0.39,3501.72,4.31,0.36,0.31,0.05,0.26,0.25,0.49,0.31,0.69,235,259,0.26,0.2,41.66,51.7,51.6,48.317499999999995,4.7095107672312,0,0,0,0,0,1,0,0,2,50.3
34,2021,9,50.3,0.0411922997309044,47.9925,157,0.31,3854.14,3.73,0.32,0.6,0.04,0.5,0.4,0.1,0.6,0.4,244,284,0.26,0.56,48.31,41.66,51.7,47.9925,4.444902511116893,0,0,0,0,0,1,0,0,1,49.17
35,2021,9,49.17,-0.0224652087475147,47.36,146,0.69,3831.79,4.0,0.34,0.43,0.07,0.13,0.41,0.46,0.43,0.57,292,289,0.21,0.39,50.3,48.31,41.66,47.36,3.886395073415282,0,0,0,0,0,1,0,0,1,43.45
36,2021,9,43.45,-0.1163310961968679,47.807500000000005,115,0.45,3704.5,3.93,0.11,0.3,0.02,0.53,0.52,0.0,0.3,0.7,237,256,0.19,0.38,49.17,50.3,48.31,47.807500000000005,3.017133021042751,0,0,0,0,0,1,0,0,0,47.71
37,2021,10,47.71,0.0980437284234752,47.657500000000006,146,0.47,3364.48,4.05,0.43,0.42,0.36,0.31,0.63,0.06,0.42,0.58,206,295,0.12,0.18,43.45,49.17,50.3,47.657500000000006,2.9986816547720685,0,0,0,0,0,1,0,0,2,52.8
38,2021,10,52.8,0.1066862293020329,48.2825,164,0.47,3585.03,4.22,0.21,0.16,0.24,0.2,0.65,0.15,0.16,0.84,252,272,0.31,0.28,47.71,43.45,49.17,48.2825,3.8676554051948866,0,0,0,0,0,1,0,0,2,49.75
39,2021,10,49.75,-0.0577651515151514,48.4275,160,0.4,3566.67,3.35,0.18,0.45,0.16,0.18,0.74,0.08,0.45,0.55,241,261,0.16,0.36,52.8,47.71,43.45,48.427499999999995,3.9225023900566196,0,0,0,0,0,1,0,0,0,45.84
40,2021,10,45.84,-0.0785929648241204,49.025,126,0.33,3491.74,3.66,0.16,0.34,0.05,0.31,0.43,0.26,0.34,0.66,215,279,0.05,0.16,49.75,52.8,47.71,49.025,2.98047535358594,0,0,0,0,0,1,0,0,0,47.14
41,2021,11,47.14,0.0283595113438044,48.8825,141,0.61,3890.62,4.31,0.21,0.07,0.08,0.15,0.51,0.34,0.07,0.93,241,256,0.23,0.23,45.84,49.75,52.8,48.8825,3.0763872209676775,0,0,0,0,0,1,0,0,1,46.84
42,2021,11,46.84,-0.006364022061943,47.392500000000005,143,0.62,15102.09,3.52,0.05,0.43,0.17,0.29,0.1,0.61,0.43,0.57,283,293,0.22,0.45,47.14,45.84,49.75,47.392500000000005,1.6670407913425167,0,0,0,0,0,1,0,0,1,42.55
43,2021,11,42.55,-0.0915883859948762,45.5925,113,0.3,3401.25,4.11,0.05,0.42,0.15,0.3,0.6,0.1,0.42,0.58,225,296,0.15,0.28,46.84,47.14,45.84,45.5925,2.103098903998543,0,0,0,0,0,1,0,0,0,42.72
44,2021,11,42.72,0.0039952996474736,44.8125,117,0.48,3427.29,4.19,0.16,0.56,0.08,0.24,0.3,0.46,0.56,0.44,289,306,0.26,0.38,42.55,46.84,47.14,44.8125,2.5182980363729506,0,0,0,0,0,1,0,0,1,48.07
45,2021,12,48.07,0.1252340823970037,45.045,170,0.86,3538.68,4.12,0.4,0.04,0.2,0.31,0.13,0.56,0.04,0.96,249,331,0.16,0.02,42.72,42.55,46.84,45.045,2.8286215724270845,0,0,1,0,0,1,0,0,2,45.81
46,2021,12,45.81,-0.0470147701268982,44.7875,153,0.45,3343.97,4.32,0.31,0.77,0.03,0.61,0.66,0.0,0.77,0.23,231,268,0.2,0.12,48.07,42.72,42.55,44.787499999999994,2.652123363143802,0,0,1,0,0,1,0,0,1,44.92
47,2021,12,44.92,-0.0194280724732591,45.38,140,0.71,3176.57,4.2,0.34,0.3,0.15,0.19,0.26,0.55,0.3,0.7,224,277,0.06,0.18,45.81,48.07,42.72,45.38,2.214211673109237,0,0,1,0,0,1,0,0,1,47.45
48,2021,12,47.45,0.0563223508459482,46.5625,145,0.58,3537.7,3.85,0.11,0.1,0.06,0.39,0.22,0.39,0.1,0.9,265,304,0.15,0.09,44.92,45.81,48.07,46.5625,1.4519268806198808,0,0,1,0,0,1,0,0,2,44.59
49,2022,1,44.59,-0.0602739726027397,45.69250000000001,141,0.5,3607.09,4.46,0.5,0.11,0.0,0.23,0.56,0.21,0.11,0.89,243,317,0.17,0.43,47.45,44.92,45.81,45.69250000000001,1.2799576815920681,0,0,1,0,0,1,0,0,0,48.65
50,2022,1,48.65,0.0910518053375195,46.4025,153,0.39,3724.19,4.57,0.44,0.1,0.06,0.41,0.42,0.17,0.1,0.9,257,302,0.23,0.56,44.59,47.45,44.92,46.4025,1.9690501094012893,0,0,1,0,0,1,0,0,2,48.76
51,2022,1,48.76,0.0022610483042138,47.3625,138,0.41,3431.25,4.14,0.37,0.21,0.48,0.6,0.58,0.0,0.21,0.79,268,299,0.11,0.19,48.65,44.59,47.45,47.3625,1.9412259871878017,0,0,1,0,0,1,0,0,1,47.07
52,2022,1,47.07,-0.0346595570139458,47.267500000000005,154,0.34,3470.17,4.33,0.33,0.58,0.64,0.65,0.14,0.21,0.58,0.42,240,291,0.13,0.51,48.76,48.65,44.59,47.267500000000005,1.9448114732967268,0,0,1,0,0,1,0,0,1,43.0
53,2022,2,43.0,-0.0864669640960271,46.870000000000005,119,0.86,3742.64,4.26,0.66,0.3,0.03,0.16,0.28,0.56,0.3,0.7,249,263,0.26,0.06,47.07,48.76,48.65,46.870000000000005,2.693040413114252,0,0,1,0,0,1,0,0,0,44.91
54,2022,2,44.91,0.0444186046511627,45.935,152,0.55,3705.43,4.34,0.02,0.1,0.38,0.22,0.59,0.19,0.1,0.9,235,270,0.21,0.27,43.0,47.07,48.76,45.935,2.5122168165453456,0,0,1,0,0,1,0,0,1,48.26
55,2022,2,48.26,0.0745936317078601,45.81,167,0.53,3353.24,3.93,0.14,0.17,0.11,0.75,0.4,0.0,0.17,0.83,254,275,0.12,0.35,44.91,43.0,47.07,45.81,2.330679443138108,0,0,1,0,0,1,0,0,2,43.93
56,2022,2,43.93,-0.0897223373394114,45.025,136,0.57,3101.2,4.27,0.23,0.27,0.28,0.6,0.22,0.18,0.27,0.73,240,280,0.25,0.23,48.26,44.91,43.0,45.025,2.2933309108514055,0,0,1,0,0,1,0,0,0,49.85
57,2022,3,49.85,0.1347598452082858,46.7375,148,0.79,3509.41,3.58,0.72,0.43,0.04,0.62,0.33,0.05,0.43,0.57,238,344,0.3,0.77,43.93,48.26,44.91,46.7375,2.782533318159296,0,1,0,0,0,1,0,0,2,40.32
58,2022,3,40.32,-0.191173520561685,45.59,121,0.47,3515.59,4.3,0.28,0.08,0.05,0.5,0.12,0.38,0.08,0.92,225,283,0.22,0.31,49.85,43.93,48.26,45.589999999999996,4.312964950781138,0,1,0,0,0,1,0,0,0,44.44
59,2022,3,44.44,0.1021825396825395,44.635,129,0.68,3686.31,4.06,0.31,0.08,0.07,0.53,0.37,0.1,0.08,0.92,227,270,0.15,0.06,40.32,49.85,43.93,44.635,3.930670002259987,0,1,0,0,0,1,0,0,2,47.98
60,2022,3,47.98,0.0796579657965796,45.6475,156,0.4,3448.66,4.25,0.21,0.43,0.29,0.27,0.45,0.28,0.43,0.57,229,324,0.26,0.38,44.44,40.32,49.85,45.647499999999994,4.200867965869261,0,1,0,0,0,1,0,0,2,45.12
61,2022,4,45.12,-0.0596081700708628,44.465,132,0.46,3256.24,4.49,0.12,0.8,0.05,0.3,0.6,0.1,0.8,0.2,224,295,0.3,0.2,47.98,44.44,40.32,44.464999999999996,3.160479921362131,0,1,0,0,0,1,0,0,0,47.4
62,2022,4,47.4,0.0505319148936169,46.235,121,0.64,3689.39,3.53,0.18,0.31,0.1,0.28,0.23,0.49,0.31,0.69,235,286,0.2,0.71,45.12,47.98,44.44,46.235,1.719253714067019,0,1,0,0,0,1,0,0,2,48.61
63,2022,4,48.61,0.0255274261603375,47.2775,156,0.33,3651.21,4.21,0.18,0.61,0.18,0.5,0.35,0.15,0.61,0.39,251,316,0.23,0.25,47.4,45.12,47.98,47.2775,1.5208413241799006,0,1,0,0,0,1,0,0,1,43.3
64,2022,4,43.3,-0.1092367825550298,46.1075,144,0.4,3234.94,4.5,0.3,0.26,0.07,0.21,0.08,0.71,0.26,0.74,240,268,0.18,0.39,48.61,47.4,45.12,46.107499999999995,2.3657468869964196,0,1,0,0,0,1,0,0,0,46.69
65,2022,5,46.69,0.0782909930715936,46.5,144,0.63,3561.82,4.14,0.46,0.62,0.19,0.33,0.55,0.12,0.62,0.38,241,280,0.18,0.16,43.3,48.61,47.4,46.5,2.2758295190984597,0,1,0,0,0,1,0,0,2,47.38
66,2022,5,47.38,0.0147783251231528,46.495,155,0.47,3752.52,4.08,0.23,0.32,0.12,0.21,0.41,0.38,0.32,0.68,275,263,0.13,0.16,46.69,43.3,48.61,46.495,2.273213584333845,0,1,0,0,0,1,0,0,1,41.81
67,2022,5,41.81,-0.1175601519628535,44.795,125,0.77,3234.97,4.73,0.03,0.38,0.12,0.52,0.4,0.08,0.38,0.62,224,254,0.17,0.11,47.38,46.69,43.3,44.795,2.6719842813908676,0,1,0,0,0,1,0,0,0,50.2
68,2022,5,50.2,0.2006696962449174,46.52,139,0.82,3684.98,4.12,0.28,0.28,0.01,0.53,0.23,0.24,0.28,0.72,258,275,0.23,0.7,41.81,47.38,46.69,46.52,3.487836005319048,0,1,0,0,0,1,0,0,2,44.99
69,2022,6,44.99,-0.1037848605577689,46.095,120,0.72,3515.81,4.29,0.25,0.2,0.1,0.66,0.71,0.0,0.2,0.8,274,263,0.22,0.13,50.2,41.81,47.38,46.095,3.5629809616854886,1,0,0,0,0,1,0,0,0,48.71
70,2022,6,48.71,0.0826850411202488,46.4275,151,0.76,3765.59,3.85,0.22,0.27,0.29,0.76,0.03,0.21,0.27,0.73,240,295,0.2,0.23,44.99,50.2,41.81,46.4275,3.778415673268352,1,0,0,0,0,1,0,0,2,52.35
71,2022,6,52.35,0.0747279819338944,49.0625,168,0.5,3513.63,4.08,0.63,0.4,0.25,0.72,0.68,0.0,0.4,0.6,269,321,0.19,0.47,48.71,44.99,50.2,49.0625,3.0989823598508517,1,0,0,0,0,1,0,0,2,46.28
72,2022,6,46.28,-0.1159503342884431,48.0825,134,0.63,3671.15,4.07,0.23,0.31,0.12,0.17,0.7,0.13,0.31,0.69,217,264,0.22,0.07,52.35,48.71,44.99,48.082499999999996,3.2361435382257104,1,0,0,0,0,1,0,0,0,50.43
73,2022,7,50.43,0.0896715643906655,49.4425,171,0.38,3848.84,3.66,0.57,0.17,0.05,0.44,0.48,0.08,0.17,0.83,222,355,0.14,0.27,46.28,52.35,48.71,49.442499999999995,2.579836881148389,1,0,0,0,0,1,0,0,2,46.24
74,2022,7,46.24,-0.0830854650009914,48.825,134,0.56,3183.56,4.54,0.44,0.54,0.08,0.75,0.47,0.0,0.54,0.46,220,284,0.14,0.08,50.43,46.28,52.35,48.825,3.063815703769849,1,0,0,0,0,1,0,0,0,49.34
75,2022,7,49.34,0.0670415224913494,48.0725,144,0.49,3398.35,3.88,0.18,0.71,0.1,0.48,0.38,0.14,0.71,0.29,220,259,0.21,0.29,46.24,50.43,46.28,48.0725,2.1397410279439613,1,0,0,0,0,1,0,0,2,47.65
76,2022,7,47.65,-0.0342521280907985,48.415,145,0.68,3402.6,4.03,0.38,0.37,0.11,0.3,0.3,0.4,0.37,0.63,232,305,0.29,0.33,49.34,46.24,50.43,48.415,1.8467719584904645,1,0,0,0,0,1,0,0,1,44.84
77,2022,8,44.84,-0.0589716684155298,47.017500000000005,136,0.75,3092.9,4.38,0.18,0.73,0.12,0.18,0.22,0.6,0.73,0.27,231,294,0.23,0.05,47.65,49.34,46.24,47.017500000000005,1.9270076111248975,1,0,0,0,0,1,0,0,0,47.69
78,2022,8,47.69,0.0635593220338981,47.38,128,0.49,3877.86,4.53,0.24,0.35,0.06,0.56,0.04,0.4,0.35,0.65,278,298,0.19,0.27,44.84,47.65,49.34,47.38,1.8674581655287419,1,0,0,0,0,1,0,0,2,44.26
79,2022,8,44.26,-0.0719228349758859,46.11,116,0.7,3274.39,4.35,0.2,0.18,0.45,0.72,0.52,0.0,0.18,0.82,270,312,0.3,0.3,47.69,44.84,47.65,46.11,1.8169021254138082,1,0,0,0,0,1,0,0,0,48.8
80,2022,8,48.8,0.1025756891098057,46.3975,140,0.4,3464.23,4.18,0.19,0.43,0.12,0.57,0.41,0.02,0.43,0.57,259,262,0.19,0.27,44.26,47.69,44.84,46.397499999999994,2.1937240026949376,1,0,0,0,0,1,0,0,2,42.56
81,2022,9,42.56,-0.1278688524590162,45.8275,151,0.48,3644.56,4.16,0.3,0.26,0.15,0.5,0.49,0.01,0.26,0.74,276,293,0.24,0.6,48.8,44.26,47.69,45.8275,2.911945226133186,0,0,0,0,0,1,0,0,0,46.14
82,2022,9,46.14,0.0841165413533833,45.44,135,0.85,3581.31,3.71,0.13,0.2,0.32,0.19,0.67,0.14,0.2,0.8,253,307,0.17,0.07,42.56,48.8,44.26,45.44,2.6749704048206766,0,0,0,0,0,1,0,0,2,45.89
83,2022,9,45.89,-0.0054182921543129,45.8475,123,0.53,3765.6,3.82,0.3,0.08,0.02,0.29,0.32,0.39,0.08,0.92,235,292,0.24,0.47,46.14,42.56,48.8,45.8475,2.5568388686031547,0,0,0,0,0,1,0,0,1,47.76
84,2022,9,47.76,0.0407496186533014,45.5875,155,0.66,3660.66,3.96,0.14,0.58,0.03,0.79,0.3,0.0,0.58,0.42,215,336,0.23,0.44,45.89,46.14,42.56,45.5875,2.1819162067625726,0,0,0,0,0,1,0,0,1,49.26
85,2022,10,49.26,0.0314070351758795,47.2625,147,0.89,3343.53,3.92,0.25,0.04,0.21,0.28,0.52,0.2,0.04,0.96,251,323,0.24,0.27,47.76,45.89,46.14,47.2625,1.5685741933360913,0,0,0,0,0,1,0,0,1,45.06
86,2022,10,45.06,-0.0852618757612666,46.9925,140,0.57,3308.05,3.6,0.37,0.2,0.03,0.14,0.26,0.6,0.2,0.8,247,274,0.2,0.28,49.26,47.76,45.89,46.9925,1.8868558503499815,0,0,0,0,0,1,0,0,0,47.04
87,2022,10,47.04,0.043941411451398,47.28,140,0.88,3837.15,4.47,0.25,0.36,0.11,0.27,0.49,0.24,0.36,0.64,277,324,0.22,0.06,45.06,49.26,47.76,47.279999999999994,1.7451647486698696,0,0,0,0,0,1,0,0,1,51.04
88,2022,10,51.04,0.0850340136054421,48.1,143,0.33,3452.69,3.74,0.13,0.22,0.19,0.69,0.17,0.14,0.22,0.78,221,321,0.2,0.4,47.04,45.06,49.26,48.099999999999994,2.604764864627901,0,0,0,0,0,1,0,0,2,45.35
89,2022,11,45.35,-0.1114811912225705,47.1225,135,0.72,13165.44,3.83,0.22,0.24,0.03,0.36,0.17,0.47,0.24,0.76,246,259,0.11,0.59,51.04,47.04,45.06,47.1225,2.7537413942973346,0,0,0,0,0,1,0,0,0,47.46
90,2022,11,47.46,0.0465270121278942,47.7225,137,0.79,3723.97,4.15,0.16,0.52,0.19,0.57,0.68,0.0,0.52,0.48,246,300,0.18,0.5,45.35,51.04,47.04,47.7225,2.3922984066931665,0,0,0,0,0,1,0,0,1,47.38
91,2022,11,47.38,-0.001685630004214,47.807500000000005,129,0.43,3343.99,3.92,0.07,0.3,0.03,0.51,0.49,0.0,0.3,0.7,233,310,0.21,0.19,47.46,45.35,51.04,47.807500000000005,2.365859604174911,0,0,0,0,0,1,0,0,1,49.75
92,2022,11,49.75,0.0500211059518784,47.485,151,0.73,3754.1,3.82,0.08,0.32,0.06,0.45,0.31,0.24,0.32,0.68,251,305,0.12,0.4,47.38,47.46,45.35,47.485,1.798156463344236,0,0,0,0,0,1,0,0,2,44.93
93,2022,12,44.93,-0.0968844221105528,47.38,109,0.82,3410.53,4.36,0.08,0.39,0.1,0.71,0.52,0.0,0.39,0.61,251,314,0.22,0.35,49.75,47.38,47.46,47.379999999999995,1.9685697007387482,0,0,1,0,0,1,0,0,0,45.98
94,2022,12,45.98,0.0233696861784997,47.010000000000005,144,0.56,3178.63,4.13,0.54,0.29,0.01,0.21,0.74,0.05,0.29,0.71,237,309,0.05,0.54,44.93,49.75,47.38,47.010000000000005,2.0842104820131047,0,0,1,0,0,1,0,0,1,39.68
95,2022,12,39.68,-0.1370160939538929,45.085,132,0.77,3165.57,3.68,0.58,0.37,0.05,0.48,0.5,0.02,0.37,0.63,270,268,0.15,0.24,45.98,44.93,49.75,45.084999999999994,4.155370019625192,0,0,1,0,0,1,0,0,0,42.56
96,2022,12,42.56,0.0725806451612904,43.2875,122,0.38,3661.18,3.91,0.62,0.2,0.15,0.6,0.41,0.0,0.2,0.8,256,288,0.27,0.27,39.68,45.98,44.93,43.287499999999994,2.7982539198578396,0,0,1,0,0,1,0,0,2,48.88
97,2023,1,48.88,0.1484962406015038,44.275,142,0.56,3575.05,3.97,0.59,0.2,0.02,0.28,0.19,0.53,0.2,0.8,265,312,0.3,0.23,42.56,39.68,45.98,44.275,4.007006363858165,0,0,1,0,0,1,0,0,2,46.46
98,2023,1,46.46,-0.0495090016366612,44.395,144,0.37,3464.62,3.93,0.68,0.14,0.48,0.66,0.36,0.0,0.14,0.86,238,345,0.27,0.45,48.88,42.56,39.68,44.394999999999996,4.081580576198374,0,0,1,0,0,1,0,0,1,46.82
99,2023,1,46.82,0.0077486009470513,46.18,126,0.58,3664.82,4.19,0.25,0.06,0.04,0.6,0.12,0.28,0.06,0.94,260,326,0.17,0.24,46.46,48.88,42.56,46.18,2.638332806906658,0,0,1,0,0,1,0,0,1,42.72
100,2023,1,42.72,-0.0875694147800085,46.220000000000006,119,0.37,3638.7,3.75,0.67,0.28,0.04,0.69,0.19,0.12,0.28,0.72,218,249,0.26,0.27,46.82,46.46,48.88,46.220000000000006,2.5653589742308274,0,0,1,0,0,1,0,0,0,47.06
101,2023,2,47.06,0.1015917602996254,45.765,137,0.66,3298.16,4.77,0.3,0.12,0.22,0.59,0.48,0.0,0.12,0.88,265,292,0.21,0.2,42.72,46.82,46.46,45.765,2.0449205363534175,0,0,1,0,0,1,0,0,2,43.68
102,2023,2,43.68,-0.0718232044198895,45.07000000000001,136,0.86,3598.5,4.2,0.3,0.03,0.04,0.59,0.74,0.0,0.03,0.97,233,327,0.19,0.24,47.06,42.72,46.82,45.07000000000001,2.196755182839733,0,0,1,0,0,1,0,0,0,48.13
103,2023,2,48.13,0.1018772893772894,45.3975,155,0.55,3721.06,4.11,0.23,0.38,0.08,0.47,0.18,0.35,0.38,0.62,234,299,0.21,0.26,43.68,47.06,42.72,45.3975,2.604436919310313,0,0,1,0,0,1,0,0,2,43.66
104,2023,2,43.66,-0.0928734676916684,45.6325,130,0.68,3407.03,3.52,0.02,0.12,0.16,0.39,0.63,0.0,0.12,0.88,224,318,0.17,0.2,48.13,43.68,47.06,45.6325,2.3078326773547975,0,0,1,0,0,1,0,0,0,42.34
105,2023,3,42.34,-0.0302336234539623,44.4525,145,0.79,3934.4,3.99,0.17,0.29,0.1,0.69,0.52,0.0,0.29,0.71,271,312,0.24,0.3,43.66,48.13,43.68,44.4525,2.530577997217207,0,1,0,0,0,1,0,0,1,42.41
106,2023,3,42.41,0.001653282947567,44.135,136,0.86,3568.56,4.22,0.13,0.52,0.02,0.36,0.55,0.09,0.52,0.48,232,294,0.14,0.34,42.34,43.66,48.13,44.135,2.7315014186340516,0,1,0,0,0,1,0,0,1,42.32
107,2023,3,42.32,-0.0021221410044799,42.6825,136,0.76,3443.25,3.92,0.07,0.19,0.36,0.37,0.12,0.51,0.19,0.81,229,254,0.28,0.17,42.41,42.34,43.66,42.6825,0.6528080371235221,0,1,0,0,0,1,0,0,1,47.89
108,2023,3,47.89,0.1316162570888468,43.74,147,0.65,3458.09,3.92,0.09,0.05,0.19,0.22,0.69,0.09,0.05,0.95,252,247,0.17,0.28,42.32,42.41,42.34,43.739999999999995,2.7669357298884165,0,1,0,0,0,1,0,0,2,49.68
109,2023,4,49.68,0.0373773230319482,45.575,141,0.57,3521.69,4.41,0.24,0.24,0.22,0.59,0.43,0.0,0.24,0.76,240,267,0.18,0.15,47.89,42.32,42.41,45.574999999999996,3.7781168148518933,0,1,0,0,0,1,0,0,1,42.67
110,2023,4,42.67,-0.1411030595813204,45.64,128,0.4,3142.06,4.36,0.45,0.18,0.05,0.33,0.45,0.22,0.18,0.82,245,272,0.14,0.15,49.68,47.89,42.32,45.64,3.707083309917192,0,1,0,0,0,1,0,0,0,44.02
111,2023,4,44.02,0.0316381532692757,46.065,118,0.56,3631.81,3.63,0.27,0.32,0.23,0.38,0.76,0.0,0.32,0.68,203,264,0.27,0.66,42.67,49.68,47.89,46.065,3.27143699312702,0,1,0,0,0,1,0,0,1,42.68
112,2023,4,42.68,-0.0304407087687416,44.7625,120,0.64,3554.19,4.57,0.28,0.08,0.43,0.36,0.45,0.19,0.08,0.92,237,295,0.24,0.53,44.02,42.67,49.68,44.7625,3.3390854536334538,0,1,0,0,0,1,0,0,1,46.76
113,2023,5,46.76,0.0955951265229615,44.0325,140,0.64,3206.57,4.41,0.29,0.36,0.14,0.81,0.03,0.16,0.36,0.64,263,295,0.19,0.34,42.68,44.02,42.67,44.0325,1.9257098258390712,0,1,0,0,0,1,0,0,2,43.51
114,2023,5,43.51,-0.0695038494439692,44.2425,132,0.71,3592.99,4.17,0.24,0.19,0.06,0.5,0.36,0.14,0.19,0.81,249,290,0.27,0.22,46.76,42.68,44.02,44.2425,1.7668498332719638,0,1,0,0,0,1,0,0,0,47.48
115,2023,5,47.48,0.0912433923236037,45.1075,156,0.57,4220.57,4.11,0.3,0.29,0.15,0.31,0.26,0.43,0.29,0.71,273,289,0.17,0.15,43.51,46.76,42.68,45.107499999999995,2.366732980291586,0,1,0,0,0,1,0,0,2,44.61
116,2023,5,44.61,-0.0604465037910698,45.59,143,0.42,3568.67,4.33,0.39,0.54,0.48,0.13,0.2,0.67,0.54,0.46,263,325,0.15,0.15,47.48,43.51,46.76,45.59,1.8464199594530482,0,1,0,0,0,1,0,0,0,45.71
117,2023,6,45.71,0.0246581483972203,45.3275,135,0.77,3752.95,4.0,0.59,0.16,0.48,0.29,0.59,0.12,0.16,0.84,227,317,0.24,0.36,44.61,47.48,43.51,45.3275,1.692894464125446,1,0,0,0,0,1,0,0,1,41.33
