week,year,month,season,category,search_index,search_growth,momentum_4w,keyword_frequency,brand_popularity,avg_price,avg_rating,cotton_ratio,printed_ratio,oversized_ratio,pastel_ratio,dark_ratio,bright_ratio,pattern_printed_ratio,pattern_plain_ratio,image_count,availability_count,discount_avg,new_arrival_ratio,trend_label,next_week_search
29,2021,8,Monsoon,Saree,44.13,-0.0485122897800776,46.065000000000005,118,0.69,3775.69,4.13,0.53,0.31,0.0,0.74,0.39,0.0,0.31,0.69,300,270,0.23,0.33,1,51.6
30,2021,8,Monsoon,Saree,51.6,0.1692726036709722,47.26,150,0.51,3681.59,4.14,0.53,0.11,0.08,0.41,0.19,0.4,0.11,0.89,253,281,0.27,0.13,2,51.7
31,2021,8,Monsoon,Saree,51.7,0.0019379844961240345,48.4525,157,0.59,3539.68,4.1,0.09,0.53,0.08,0.34,0.69,0.0,0.53,0.47,261,328,0.16,0.27,1,41.66
32,2021,8,Monsoon,Saree,41.66,-0.19419729206963265,47.27250000000001,130,0.47,3623.75,4.15,0.08,0.54,0.35,0.36,0.46,0.18,0.54,0.46,243,298,0.14,0.08,0,48.31
33,2021,9,Autumn,Saree,48.31,0.15962554008641394,48.317499999999995,129,0.39,3501.72,4.31,0.36,0.31,0.05,0.26,0.25,0.49,0.31,0.69,235,259,0.26,0.2,2,50.3
34,2021,9,Autumn,Saree,50.3,0.041192299730904436,47.9925,157,0.31,3854.14,3.73,0.32,0.6,0.04,0.5,0.4,0.1,0.6,0.4,244,284,0.26,0.56,1,49.17
35,2021,9,Autumn,Saree,49.17,-0.022465208747514787,47.36,146,0.69,3831.79,4.0,0.34,0.43,0.07,0.13,0.41,0.46,0.43,0.57,292,289,0.21,0.39,1,43.45
36,2021,9,Autumn,Saree,43.45,-0.11633109619686799,47.807500000000005,115,0.45,3704.5,3.93,0.11,0.3,0.02,0.53,0.52,0.0,0.3,0.7,237,256,0.19,0.38,0,47.71
37,2021,10,Autumn,Saree,47.71,0.0980437284234752,47.657500000000006,146,0.47,3364.48,4.05,0.43,0.42,0.36,0.31,0.63,0.06,0.42,0.58,206,295,0.12,0.18,2,52.8
38,2021,10,Autumn,Saree,52.8,0.10668622930203298,48.2825,164,0.47,3585.03,4.22,0.21,0.16,0.24,0.2,0.65,0.15,0.16,0.84,252,272,0.31,0.28,2,49.75
39,2021,10,Autumn,Saree,49.75,-0.05776515151515149,48.427499999999995,160,0.4,3566.67,3.35,0.18,0.45,0.16,0.18,0.74,0.08,0.45,0.55,241,261,0.16,0.36,0,45.84
40,2021,10,Autumn,Saree,45.84,-0.07859296482412048,49.025,126,0.33,3491.74,3.66,0.16,0.34,0.05,0.31,0.43,0.26,0.34,0.66,215,279,0.05,0.16,0,47.14
41,2021,11,Autumn,Saree,47.14,0.028359511343804433,48.8825,141,0.61,3890.62,4.31,0.21,0.07,0.08,0.15,0.51,0.34,0.07,0.93,241,256,0.23,0.23,1,46.84
42,2021,11,Autumn,Saree,46.84,-0.0063640220619430865,47.392500000000005,143,0.62,15102.09,3.52,0.05,0.43,0.17,0.29,0.1,0.61,0.43,0.57,283,293,0.22,0.45,1,42.55
43,2021,11,Autumn,Saree,42.55,-0.09158838599487629,45.5925,113,0.3,3401.25,4.11,0.05,0.42,0.15,0.3,0.6,0.1,0.42,0.58,225,296,0.15,0.28,0,42.72
44,2021,11,Autumn,Saree,42.72,0.0039952996474736935,44.8125,117,0.48,3427.29,4.19,0.16,0.56,0.08,0.24,0.3,0.46,0.56,0.44,289,306,0.26,0.38,1,48.07
45,2021,12,Winter,Saree,48.07,0.12523408239700373,45.045,170,0.86,3538.68,4.12,0.4,0.04,0.2,0.31,0.13,0.56,0.04,0.96,249,331,0.16,0.02,2,45.81
46,2021,12,Winter,Saree,45.81,-0.04701477012689825,44.787499999999994,153,0.45,3343.97,4.32,0.31,0.77,0.03,0.61,0.66,0.0,0.77,0.23,231,268,0.2,0.12,1,44.92
47,2021,12,Winter,Saree,44.92,-0.019428072473259173,45.38,140,0.71,3176.57,4.2,0.34,0.3,0.15,0.19,0.26,0.55,0.3,0.7,224,277,0.06,0.18,1,47.45
48,2021,12,Winter,Saree,47.45,0.05632235084594828,46.5625,145,0.58,3537.7,3.85,0.11,0.1,0.06,0.39,0.22,0.39,0.1,0.9,265,304,0.15,0.09,2,44.59
49,2022,1,Winter,Saree,44.59,-0.0602739726027397,45.69250000000001,141,0.5,3607.09,4.46,0.5,0.11,0.0,0.23,0.56,0.21,0.11,0.89,243,317,0.17,0.43,0,48.65
50,2022,1,Winter,Saree,48.65,0.09105180533751955,46.4025,153,0.39,3724.19,4.57,0.44,0.1,0.06,0.41,0.42,0.17,0.1,0.9,257,302,0.23,0.56,2,48.76
51,2022,1,Winter,Saree,48.76,0.0022610483042138085,47.3625,138,0.41,3431.25,4.14,0.37,0.21,0.48,0.6,0.58,0.0,0.21,0.79,268,299,0.11,0.19,1,47.07
52,2022,1,Winter,Saree,47.07,-0.03465955701394585,47.267500000000005,154,0.34,3470.17,4.33,0.33,0.58,0.64,0.65,0.14,0.21,0.58,0.42,240,291,0.13,0.51,1,43.0
53,2022,2,Winter,Saree,43.0,-0.08646696409602717,46.870000000000005,119,0.86,3742.64,4.26,0.66,0.3,0.03,0.16,0.28,0.56,0.3,0.7,249,263,0.26,0.06,0,44.91
54,2022,2,Winter,Saree,44.91,0.04441860465116276,45.935,152,0.55,3705.43,4.34,0.02,0.1,0.38,0.22,0.59,0.19,0.1,0.9,235,270,0.21,0.27,1,48.26
55,2022,2,Winter,Saree,48.26,0.07459363170786015,45.81,167,0.53,3353.24,3.93,0.14,0.17,0.11,0.75,0.4,0.0,0.17,0.83,254,275,0.12,0.35,2,43.93
56,2022,2,Winter,Saree,43.93,-0.08972233733941148,45.025,136,0.57,3101.2,4.27,0.23,0.27,0.28,0.6,0.22,0.18,0.27,0.73,240,280,0.25,0.23,0,49.85
57,2022,3,Summer,Saree,49.85,0.13475984520828588,46.7375,148,0.79,3509.41,3.58,0.72,0.43,0.04,0.62,0.33,0.05,0.43,0.57,238,344,0.3,0.77,2,40.32
58,2022,3,Summer,Saree,40.32,-0.19117352056168502,45.589999999999996,121,0.47,3515.59,4.3,0.28,0.08,0.05,0.5,0.12,0.38,0.08,0.92,225,283,0.22,0.31,0,44.44
59,2022,3,Summer,Saree,44.44,0.10218253968253954,44.635,129,0.68,3686.31,4.06,0.31,0.08,0.07,0.53,0.37,0.1,0.08,0.92,227,270,0.15,0.06,2,47.98
60,2022,3,Summer,Saree,47.98,0.07965796579657969,45.647499999999994,156,0.4,3448.66,4.25,0.21,0.43,0.29,0.27,0.45,0.28,0.43,0.57,229,324,0.26,0.38,2,45.12
61,2022,4,Summer,Saree,45.12,-0.05960817007086283,44.464999999999996,132,0.46,3256.24,4.49,0.12,0.8,0.05,0.3,0.6,0.1,0.8,0.2,224,295,0.3,0.2,0,47.4
62,2022,4,Summer,Saree,47.4,0.05053191489361697,46.235,121,0.64,3689.39,3.53,0.18,0.31,0.1,0.28,0.23,0.49,0.31,0.69,235,286,0.2,0.71,2,48.61
63,2022,4,Summer,Saree,48.61,0.02552742616033754,47.2775,156,0.33,3651.21,4.21,0.18,0.61,0.18,0.5,0.35,0.15,0.61,0.39,251,316,0.23,0.25,1,43.3
64,2022,4,Summer,Saree,43.3,-0.10923678255502989,46.107499999999995,144,0.4,3234.94,4.5,0.3,0.26,0.07,0.21,0.08,0.71,0.26,0.74,240,268,0.18,0.39,0,46.69
65,2022,5,Summer,Saree,46.69,0.0782909930715936,46.5,144,0.63,3561.82,4.14,0.46,0.62,0.19,0.33,0.55,0.12,0.62,0.38,241,280,0.18,0.16,2,47.38
66,2022,5,Summer,Saree,47.38,0.014778325123152802,46.495,155,0.47,3752.52,4.08,0.23,0.32,0.12,0.21,0.41,0.38,0.32,0.68,275,263,0.13,0.16,1,41.81
67,2022,5,Summer,Saree,41.81,-0.11756015196285352,44.795,125,0.77,3234.97,4.73,0.03,0.38,0.12,0.52,0.4,0.08,0.38,0.62,224,254,0.17,0.11,0,50.2
68,2022,5,Summer,Saree,50.2,0.20066969624491748,46.52,139,0.82,3684.98,4.12,0.28,0.28,0.01,0.53,0.23,0.24,0.28,0.72,258,275,0.23,0.7,2,44.99
69,2022,6,Monsoon,Saree,44.99,-0.10378486055776892,46.095,120,0.72,3515.81,4.29,0.25,0.2,0.1,0.66,0.71,0.0,0.2,0.8,274,263,0.22,0.13,0,48.71
70,2022,6,Monsoon,Saree,48.71,0.08268504112024888,46.4275,151,0.76,3765.59,3.85,0.22,0.27,0.29,0.76,0.03,0.21,0.27,0.73,240,295,0.2,0.23,2,52.35
71,2022,6,Monsoon,Saree,52.35,0.0747279819338944,49.0625,168,0.5,3513.63,4.08,0.63,0.4,0.25,0.72,0.68,0.0,0.4,0.6,269,321,0.19,0.47,2,46.28
72,2022,6,Monsoon,Saree,46.28,-0.11595033428844315,48.082499999999996,134,0.63,3671.15,4.07,0.23,0.31,0.12,0.17,0.7,0.13,0.31,0.69,217,264,0.22,0.07,0,50.43
73,2022,7,Monsoon,Saree,50.43,0.08967156439066559,49.442499999999995,171,0.38,3848.84,3.66,0.57,0.17,0.05,0.44,0.48,0.08,0.17,0.83,222,355,0.14,0.27,2,46.24
74,2022,7,Monsoon,Saree,46.24,-0.08308546500099145,48.825,134,0.56,3183.56,4.54,0.44,0.54,0.08,0.75,0.47,0.0,0.54,0.46,220,284,0.14,0.08,0,49.34
75,2022,7,Monsoon,Saree,49.34,0.06704152249134943,48.0725,144,0.49,3398.35,3.88,0.18,0.71,0.1,0.48,0.38,0.14,0.71,0.29,220,259,0.21,0.29,2,47.65
76,2022,7,Monsoon,Saree,47.65,-0.034252128090798584,48.415,145,0.68,3402.6,4.03,0.38,0.37,0.11,0.3,0.3,0.4,0.37,0.63,232,305,0.29,0.33,1,44.84
77,2022,8,Monsoon,Saree,44.84,-0.05897166841552981,47.017500000000005,136,0.75,3092.9,4.38,0.18,0.73,0.12,0.18,0.22,0.6,0.73,0.27,231,294,0.23,0.05,0,47.69
78,2022,8,Monsoon,Saree,47.69,0.06355932203389814,47.38,128,0.49,3877.86,4.53,0.24,0.35,0.06,0.56,0.04,0.4,0.35,0.65,278,298,0.19,0.27,2,44.26
79,2022,8,Monsoon,Saree,44.26,-0.07192283497588592,46.11,116,0.7,3274.39,4.35,0.2,0.18,0.45,0.72,0.52,0.0,0.18,0.82,270,312,0.3,0.3,0,48.8
80,2022,8,Monsoon,Saree,48.8,0.10257568910980575,46.397499999999994,140,0.4,3464.23,4.18,0.19,0.43,0.12,0.57,0.41,0.02,0.43,0.57,259,262,0.19,0.27,2,42.56
81,2022,9,Autumn,Saree,42.56,-0.12786885245901625,45.8275,151,0.48,3644.56,4.16,0.3,0.26,0.15,0.5,0.49,0.01,0.26,0.74,276,293,0.24,0.6,0,46.14
82,2022,9,Autumn,Saree,46.14,0.08411654135338331,45.44,135,0.85,3581.31,3.71,0.13,0.2,0.32,0.19,0.67,0.14,0.2,0.8,253,307,0.17,0.07,2,45.89
83,2022,9,Autumn,Saree,45.89,-0.005418292154312998,45.8475,123,0.53,3765.6,3.82,0.3,0.08,0.02,0.29,0.32,0.39,0.08,0.92,235,292,0.24,0.47,1,47.76
84,2022,9,Autumn,Saree,47.76,0.0407496186533014,45.5875,155,0.66,3660.66,3.96,0.14,0.58,0.03,0.79,0.3,0.0,0.58,0.42,215,336,0.23,0.44,1,49.26
85,2022,10,Autumn,Saree,49.26,0.031407035175879505,47.2625,147,0.89,3343.53,3.92,0.25,0.04,0.21,0.28,0.52,0.2,0.04,0.96,251,323,0.24,0.27,1,45.06
86,2022,10,Autumn,Saree,45.06,-0.08526187576126665,46.9925,140,0.57,3308.05,3.6,0.37,0.2,0.03,0.14,0.26,0.6,0.2,0.8,247,274,0.2,0.28,0,47.04
87,2022,10,Autumn,Saree,47.04,0.04394141145139807,47.279999999999994,140,0.88,3837.15,4.47,0.25,0.36,0.11,0.27,0.49,0.24,0.36,0.64,277,324,0.22,0.06,1,51.04
88,2022,10,Autumn,Saree,51.04,0.08503401360544216,48.099999999999994,143,0.33,3452.69,3.74,0.13,0.22,0.19,0.69,0.17,0.14,0.22,0.78,221,321,0.2,0.4,2,45.35
89,2022,11,Autumn,Saree,45.35,-0.1114811912225705,47.1225,135,0.72,13165.44,3.83,0.22,0.24,0.03,0.36,0.17,0.47,0.24,0.76,246,259,0.11,0.59,0,47.46
90,2022,11,Autumn,Saree,47.46,0.04652701212789423,47.7225,137,0.79,3723.97,4.15,0.16,0.52,0.19,0.57,0.68,0.0,0.52,0.48,246,300,0.18,0.5,1,47.38
91,2022,11,Autumn,Saree,47.38,-0.001685630004214067,47.807500000000005,129,0.43,3343.99,3.92,0.07,0.3,0.03,0.51,0.49,0.0,0.3,0.7,233,310,0.21,0.19,1,49.75
92,2022,11,Autumn,Saree,49.75,0.050021105951878475,47.485,151,0.73,3754.1,3.82,0.08,0.32,0.06,0.45,0.31,0.24,0.32,0.68,251,305,0.12,0.4,2,44.93
93,2022,12,Winter,Saree,44.93,-0.09688442211055281,47.379999999999995,109,0.82,3410.53,4.36,0.08,0.39,0.1,0.71,0.52,0.0,0.39,0.61,251,314,0.22,0.35,0,45.98
94,2022,12,Winter,Saree,45.98,0.02336968617849977,47.010000000000005,144,0.56,3178.63,4.13,0.54,0.29,0.01,0.21,0.74,0.05,0.29,0.71,237,309,0.05,0.54,1,39.68
95,2022,12,Winter,Saree,39.68,-0.13701609395389291,45.084999999999994,132,0.77,3165.57,3.68,0.58,0.37,0.05,0.48,0.5,0.02,0.37,0.63,270,268,0.15,0.24,0,42.56
96,2022,12,Winter,Saree,42.56,0.07258064516129048,43.287499999999994,122,0.38,3661.18,3.91,0.62,0.2,0.15,0.6,0.41,0.0,0.2,0.8,256,288,0.27,0.27,2,48.88
97,2023,1,Winter,Saree,48.88,0.1484962406015038,44.275,142,0.56,3575.05,3.97,0.59,0.2,0.02,0.28,0.19,0.53,0.2,0.8,265,312,0.3,0.23,2,46.46
98,2023,1,Winter,Saree,46.46,-0.049509001636661276,44.394999999999996,144,0.37,3464.62,3.93,0.68,0.14,0.48,0.66,0.36,0.0,0.14,0.86,238,345,0.27,0.45,1,46.82
99,2023,1,Winter,Saree,46.82,0.007748600947051321,46.18,126,0.58,3664.82,4.19,0.25,0.06,0.04,0.6,0.12,0.28,0.06,0.94,260,326,0.17,0.24,1,42.72
100,2023,1,Winter,Saree,42.72,-0.08756941478000857,46.220000000000006,119,0.37,3638.7,3.75,0.67,0.28,0.04,0.69,0.19,0.12,0.28,0.72,218,249,0.26,0.27,0,47.06
101,2023,2,Winter,Saree,47.06,0.10159176029962547,45.765,137,0.66,3298.16,4.77,0.3,0.12,0.22,0.59,0.48,0.0,0.12,0.88,265,292,0.21,0.2,2,43.68
102,2023,2,Winter,Saree,43.68,-0.07182320441988954,45.07000000000001,136,0.86,3598.5,4.2,0.3,0.03,0.04,0.59,0.74,0.0,0.03,0.97,233,327,0.19,0.24,0,48.13
103,2023,2,Winter,Saree,48.13,0.10187728937728946,45.3975,155,0.55,3721.06,4.11,0.23,0.38,0.08,0.47,0.18,0.35,0.38,0.62,234,299,0.21,0.26,2,43.66
104,2023,2,Winter,Saree,43.66,-0.09287346769166849,45.6325,130,0.68,3407.03,3.52,0.02,0.12,0.16,0.39,0.63,0.0,0.12,0.88,224,318,0.17,0.2,0,42.34
105,2023,3,Summer,Saree,42.34,-0.0302336234539623,44.4525,145,0.79,3934.4,3.99,0.17,0.29,0.1,0.69,0.52,0.0,0.29,0.71,271,312,0.24,0.3,1,42.41
106,2023,3,Summer,Saree,42.41,0.0016532829475670585,44.135,136,0.86,3568.56,4.22,0.13,0.52,0.02,0.36,0.55,0.09,0.52,0.48,232,294,0.14,0.34,1,42.32
107,2023,3,Summer,Saree,42.32,-0.0021221410044799383,42.6825,136,0.76,3443.25,3.92,0.07,0.19,0.36,0.37,0.12,0.51,0.19,0.81,229,254,0.28,0.17,1,47.89
108,2023,3,Summer,Saree,47.89,0.13161625708884683,43.739999999999995,147,0.65,3458.09,3.92,0.09,0.05,0.19,0.22,0.69,0.09,0.05,0.95,252,247,0.17,0.28,2,49.68
109,2023,4,Summer,Saree,49.68,0.037377323031948295,45.574999999999996,141,0.57,3521.69,4.41,0.24,0.24,0.22,0.59,0.43,0.0,0.24,0.76,240,267,0.18,0.15,1,42.67
110,2023,4,Summer,Saree,42.67,-0.1411030595813204,45.64,128,0.4,3142.06,4.36,0.45,0.18,0.05,0.33,0.45,0.22,0.18,0.82,245,272,0.14,0.15,0,44.02
111,2023,4,Summer,Saree,44.02,0.03163815326927577,46.065,118,0.56,3631.81,3.63,0.27,0.32,0.23,0.38,0.76,0.0,0.32,0.68,203,264,0.27,0.66,1,42.68
112,2023,4,Summer,Saree,42.68,-0.03044070876874161,44.7625,120,0.64,3554.19,4.57,0.28,0.08,0.43,0.36,0.45,0.19,0.08,0.92,237,295,0.24,0.53,1,46.76
113,2023,5,Summer,Saree,46.76,0.09559512652296154,44.0325,140,0.64,3206.57,4.41,0.29,0.36,0.14,0.81,0.03,0.16,0.36,0.64,263,295,0.19,0.34,2,43.51
114,2023,5,Summer,Saree,43.51,-0.06950384944396926,44.2425,132,0.71,3592.99,4.17,0.24,0.19,0.06,0.5,0.36,0.14,0.19,0.81,249,290,0.27,0.22,0,47.48
115,2023,5,Summer,Saree,47.48,0.09124339232360379,45.107499999999995,156,0.57,4220.57,4.11,0.3,0.29,0.15,0.31,0.26,0.43,0.29,0.71,273,289,0.17,0.15,2,44.61
116,2023,5,Summer,Saree,44.61,-0.06044650379106986,45.59,143,0.42,3568.67,4.33,0.39,0.54,0.48,0.13,0.2,0.67,0.54,0.46,263,325,0.15,0.15,0,45.71
117,2023,6,Monsoon,Saree,45.71,0.02465814839722036,45.3275,135,0.77,3752.95,4.0,0.59,0.16,0.48,0.29,0.59,0.12,0.16,0.84,227,317,0.24,0.36,1,41.33
118,2023,6,Monsoon,Saree,41.33,-0.09582148326405604,44.7825,133,0.5,3195.31,4.23,0.61,0.17,0.15,0.48,0.48,0.04,0.17,0.83,240,307,0.23,0.05,0,42.84
119,2023,6,Monsoon,Saree,42.84,0.036535204451972,43.6225,129,0.73,3326.26,4.03,0.13,0.26,0.09,0.51,0.31,0.18,0.26,0.74,254,347,0.23,0.28,1,42.57
120,2023,6,Monsoon,Saree,42.57,-0.00630252100840345,43.1125,130,0.39,3451.32,3.87,0.17,0.37,0.39,0.19,0.19,0.62,0.37,0.63,231,298,0.16,0.27,1,47.36
121,2023,7,Monsoon,Saree,47.36,0.11252055438101949,43.525000000000006,127,0.56,14412.1,4.25,0.32,0.16,0.02,0.37,0.39,0.24,0.16,0.84,273,323,0.23,0.08,2,39.69
122,2023,7,Monsoon,Saree,39.69,-0.1619510135135136,43.114999999999995,123,0.9,3517.67,4.12,0.04,0.16,0.02,0.11,0.4,0.49,0.16,0.84,245,328,0.31,0.19,0,44.55
123,2023,7,Monsoon,Saree,44.55,0.12244897959183665,43.5425,139,0.63,3702.45,3.91,0.58,0.22,0.15,0.17,0.27,0.56,0.22,0.78,238,266,0.26,0.2,2,43.25
124,2023,7,Monsoon,Saree,43.25,-0.029180695847362492,43.7125,135,0.67,3361.33,3.43,0.13,0.28,0.25,0.61,0.23,0.16,0.28,0.72,224,300,0.13,0.13,1,43.5
125,2023,8,Monsoon,Saree,43.5,0.005780346820809301,42.7475,130,0.64,3493.28,4.49,0.09,0.09,0.01,0.95,0.54,0.0,0.09,0.91,240,319,0.18,0.2,1,40.6
126,2023,8,Monsoon,Saree,40.6,-0.06666666666666665,42.975,128,0.69,3655.07,4.27,0.36,0.1,0.04,0.55,0.8,0.0,0.1,0.9,223,292,0.17,0.32,0,41.92
127,2023,8,Monsoon,Saree,41.92,0.0325123152709359,42.3175,122,0.38,3429.61,4.26,0.57,0.34,0.17,0.54,0.61,0.0,0.34,0.66,219,275,0.18,0.24,1,40.1
128,2023,8,Monsoon,Saree,40.1,-0.04341603053435117,41.53,113,0.58,3427.72,4.3,0.37,0.41,0.13,0.19,0.32,0.49,0.41,0.59,195,268,0.16,0.37,1,44.78
129,2023,9,Autumn,Saree,44.78,0.11670822942643388,41.85,143,0.38,3419.09,4.34,0.15,0.26,0.03,0.66,0.19,0.15,0.26,0.74,267,313,0.19,0.49,2,46.63
130,2023,9,Autumn,Saree,46.63,0.04131308619919616,43.3575,146,0.46,3352.72,4.1,0.09,0.69,0.14,0.26,0.05,0.69,0.69,0.31,263,267,0.16,0.66,1,45.73
131,2023,9,Autumn,Saree,45.73,-0.019300879262277637,44.31,140,0.47,3392.15,4.25,0.15,0.4,0.24,0.44,0.41,0.15,0.4,0.6,221,288,0.22,0.38,1,45.95
132,2023,9,Autumn,Saree,45.95,0.004810846271594338,45.7725,123,0.64,3644.54,4.22,0.06,0.07,0.0,0.36,0.21,0.43,0.07,0.93,257,240,0.23,0.08,1,40.49
133,2023,10,Autumn,Saree,40.49,-0.11882480957562569,44.7,108,0.51,3243.64,4.12,0.38,0.16,0.23,0.57,0.3,0.13,0.16,0.84,239,297,0.19,0.32,0,41.29
134,2023,10,Autumn,Saree,41.29,0.019757964929612237,43.365,130,0.79,3528.31,4.23,0.59,0.12,0.01,0.27,0.53,0.2,0.12,0.88,252,296,0.25,0.47,1,45.27
135,2023,10,Autumn,Saree,45.27,0.09639137805764109,43.25,134,0.43,3605.76,4.06,0.41,0.54,0.24,0.36,0.22,0.42,0.54,0.46,215,340,0.25,0.23,2,41.99
136,2023,10,Autumn,Saree,41.99,-0.07245416390545623,42.260000000000005,130,0.54,3610.37,4.27,0.21,0.41,0.42,0.88,0.3,0.0,0.41,0.59,208,261,0.2,0.13,0,39.94
137,2023,11,Autumn,Saree,39.94,-0.048821147892355476,42.1225,127,0.47,3648.13,4.02,0.76,0.67,0.01,0.24,0.46,0.3,0.67,0.33,252,289,0.22,0.34,1,42.21
138,2023,11,Autumn,Saree,42.21,0.05683525287931901,42.3525,125,0.57,3673.53,4.09,0.19,0.09,0.04,0.54,0.73,0.0,0.09,0.91,239,286,0.13,0.54,2,44.69
139,2023,11,Autumn,Saree,44.69,0.058753849798625746,42.207499999999996,118,0.4,3325.88,4.96,0.29,0.23,0.07,0.26,0.29,0.45,0.23,0.77,226,250,0.19,0.4,2,43.17
140,2023,11,Autumn,Saree,43.17,-0.03401208324009841,42.5025,131,0.88,3625.12,3.87,0.35,0.41,0.36,0.14,0.22,0.64,0.41,0.59,202,258,0.18,0.25,1,42.34
141,2023,12,Winter,Saree,42.34,-0.019226314570303438,43.1025,129,0.43,3377.05,4.04,0.34,0.25,0.04,0.35,0.18,0.47,0.25,0.75,219,321,0.24,0.1,1,46.88
142,2023,12,Winter,Saree,46.88,0.1072272083136514,44.269999999999996,140,0.51,3392.58,3.79,0.38,0.26,0.04,0.14,0.63,0.23,0.26,0.74,239,290,0.22,0.11,2,40.54
143,2023,12,Winter,Saree,40.54,-0.1352389078498294,43.2325,114,0.81,3663.53,3.58,0.19,0.3,0.06,0.44,0.39,0.17,0.3,0.7,235,273,0.14,0.18,0,44.91
144,2023,12,Winter,Saree,44.91,0.10779477059694131,43.667500000000004,138,0.83,3565.53,4.52,0.58,0.31,0.25,0.64,0.58,0.0,0.31,0.69,242,294,0.19,0.31,2,44.48
145,2024,1,Winter,Saree,44.48,-0.009574704965486514,44.2025,134,0.52,3197.86,4.79,0.06,0.41,0.01,0.09,0.71,0.2,0.41,0.59,218,300,0.15,0.48,1,41.99
146,2024,1,Winter,Saree,41.99,-0.05598021582733803,42.980000000000004,145,0.82,3404.72,4.67,0.3,0.51,0.01,0.53,0.29,0.18,0.51,0.49,241,327,0.15,0.2,0,40.78
147,2024,1,Winter,Saree,40.78,-0.028816384853536547,43.04,116,0.56,3670.58,3.92,0.17,0.09,0.07,0.34,0.65,0.01,0.09,0.91,207,300,0.17,0.17,1,46.33
148,2024,1,Winter,Saree,46.33,0.136096125551741,43.394999999999996,139,0.83,3529.98,3.75,0.15,0.41,0.19,0.31,0.31,0.38,0.41,0.59,212,305,0.05,0.28,2,40.18
149,2024,2,Winter,Saree,40.18,-0.1327433628318584,42.32,132,0.71,3497.33,3.5,0.12,0.83,0.05,0.79,0.33,0.0,0.83,0.17,204,313,0.25,0.48,0,44.7
150,2024,2,Winter,Saree,44.7,0.11249377799900451,42.9975,137,0.63,3459.7,4.07,0.57,0.4,0.07,0.56,0.42,0.02,0.4,0.6,264,250,0.15,0.33,2,48.4
151,2024,2,Winter,Saree,48.4,0.08277404921700215,44.902499999999996,132,0.76,3560.09,3.84,0.15,0.39,0.09,0.55,0.9,0.0,0.39,0.61,238,307,0.09,0.39,2,41.57
152,2024,2,Winter,Saree,41.57,-0.1411157024793388,43.712500000000006,125,0.45,3680.66,4.16,0.04,0.36,0.11,0.38,0.05,0.57,0.36,0.64,224,272,0.13,0.21,0,36.73
153,2024,3,Summer,Saree,36.73,-0.11643011787346658,42.85,101,0.73,3381.9,3.68,0.65,0.36,0.28,0.88,0.39,0.0,0.36,0.64,203,238,0.3,0.28,0,42.03
154,2024,3,Summer,Saree,42.03,0.14429621562755246,42.1825,114,0.45,3456.51,4.08,0.13,0.34,0.08,0.27,0.21,0.52,0.34,0.66,231,274,0.16,0.36,2,41.31
155,2024,3,Summer,Saree,41.31,-0.017130620985010725,40.41,117,0.64,3285.83,4.28,0.22,0.33,0.28,0.21,0.41,0.38,0.33,0.67,224,243,0.12,0.14,1,44.97
156,2024,3,Summer,Saree,44.97,0.08859840232389238,41.26,133,0.41,3595.1,3.88,0.54,0.32,0.15,0.13,0.2,0.67,0.32,0.68,199,289,0.25,0.25,2,40.06
157,2024,4,Summer,Saree,40.06,-0.10918390037802972,42.0925,134,0.8,3491.88,4.49,0.19,0.23,0.14,0.73,0.15,0.12,0.23,0.77,237,307,0.15,0.28,0,43.61
158,2024,4,Summer,Saree,43.61,0.08861707438841737,42.487500000000004,124,0.36,3402.18,3.98,0.22,0.22,0.25,0.03,0.63,0.34,0.22,0.78,248,309,0.25,0.21,2,46.58
159,2024,4,Summer,Saree,46.58,0.06810364595276308,43.805,134,0.6,3320.07,4.09,0.19,0.67,0.02,0.46,0.36,0.18,0.67,0.33,241,311,0.28,0.11,2,40.61
160,2024,4,Summer,Saree,40.61,-0.12816659510519535,42.715,123,0.59,3612.07,3.97,0.23,0.52,0.11,0.46,0.59,0.0,0.52,0.48,233,271,0.29,0.34,0,43.26
161,2024,5,Summer,Saree,43.26,0.06525486333415409,43.515,131,0.79,3198.65,4.07,0.24,0.33,0.17,0.34,0.3,0.36,0.33,0.67,228,258,0.14,0.1,2,39.41
162,2024,5,Summer,Saree,39.41,-0.0889967637540453,42.464999999999996,121,0.58,3358.26,3.73,0.26,0.33,0.07,0.47,0.59,0.0,0.33,0.67,270,339,0.16,0.23,0,42.66
163,2024,5,Summer,Saree,42.66,0.08246637909160115,41.485,114,0.6,3404.88,4.35,0.05,0.22,0.55,0.42,0.05,0.53,0.22,0.78,241,279,0.26,0.15,2,37.32
164,2024,5,Summer,Saree,37.32,-0.12517580872011247,40.662499999999994,112,0.88,3115.33,4.1,0.33,0.66,0.0,0.51,0.16,0.33,0.66,0.34,196,242,0.2,0.26,0,38.29
165,2024,6,Monsoon,Saree,38.29,0.025991425509110266,39.42,123,0.32,3609.82,4.0,0.14,0.46,0.13,0.54,0.62,0.0,0.46,0.54,226,283,0.22,0.03,1,42.51
166,2024,6,Monsoon,Saree,42.51,0.11021154348393836,40.195,107,0.85,3538.67,3.67,0.07,0.4,0.38,0.26,0.57,0.17,0.4,0.6,251,261,0.12,0.25,2,41.64
